"Date/Time","City","State","Country","Shape","Duration","Summary","Posted","Image","URL","ID"
"5/2/22 01:30","north of greensboro and raleigh nc 40 -50 miles","NC","USA","Light","20min","Saw 2 very high aircraft flying circular patterns.  ((NUFORC Note. Sighting report from airline captain.  PD))","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167839.html","93X2022.06.05.10.29.06"
"5/2/22 01:00","Harvest","AL","USA","Unknown","I saw it for approx 5 min","Driving on a country rd I looked above the tree line and saw 1 bright red floodlights. I asked my bf he sees it. He said what the heck.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167723.html","94X2022.06.05.10.29.06"
"5/2/22 01:00","West Tisbury","MA","USA","Circle","30 minutes","A UFO was flying above my chicken coop","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167778.html","95X2022.06.05.10.29.06"
"5/1/22 22:57","Bradenton","FL","USA","Changing","Until 5:31 AM on 5/2/2022","A strange entity emitting varying degrees of bright white light appeared in RING security videos for over 8 hours.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167741.html","96X2022.06.05.10.29.06"
"5/1/22 20:38","Shawnee","KS","USA","Diamond","4-5 minutes","we seen it coming from the distance, it approached us hovered for a couple min, then flew away like straight up and away","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167692.html","97X2022.06.05.10.29.06"
"5/1/22 18:50","Hathorne","MA","USA","Cylinder","","Huge white cylinder moving slowly towards the East, Boston","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167691.html","98X2022.06.05.10.29.06"
"5/1/22 14:51","Imperial","MO","USA","","","MADAR Node 25","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167867.html","99X2022.06.05.10.29.06"
"5/1/22 14:43","Weatogue","CT","USA","Unknown","3 minutes","((HOAX??))  Looked to be changing attitude","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167688.html","100X2022.06.05.10.29.06"
"5/1/22 12:00","Victoria","TX","USA","Disk","About 10 to 15 seconds","I was replacing old trimming up on a home that was rotten....","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167726.html","101X2022.06.05.10.29.06"
"5/1/22 06:47","Garrettsville","OH","USA","","","MADAR Node 64","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167864.html","102X2022.06.05.10.29.06"
"5/1/22 06:00","Monroe","GA","USA","Light","6:35","Two lights shaped like dots flying above us and and fast as hell","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167704.html","103X2022.06.05.10.29.06"
"5/1/22 04:41","Cochrane","ON","Canada","Circle","3-2 seconds","2 red dots with a white blur glow surrounding","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167705.html","104X2022.06.05.10.29.06"
"5/1/22 04:25","Roseville","CA","USA","Sphere","1-2 hrs","Two golden orbs movin slowly; one a bit bigger.  ((NUFORC Note: Conjunction of Venus an Jupiter.  PD))","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167701.html","105X2022.06.05.10.29.06"
"5/1/22 04:00","San Miguel","CA","USA","Sphere","4-6 seconds","Object observed flying southwest to northeast over the sky, resembling a shooting star, then making unreasonable movements.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167768.html","106X2022.06.05.10.29.06"
"5/1/22 02:37","Los Angeles","CA","USA","","5 minutes","2 objects, off flight path, rotating, most likely S shape, white lights","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167703.html","107X2022.06.05.10.29.06"
"4/30/22 22:40","Quapaw","OK","USA","Disk","1 minute","Motorized disco ball moving with ZERO sound across sky.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167707.html","108X2022.06.05.10.29.06"
"4/30/22 22:30","Witnica","","Poland","Formation","1min","oblong, large and long structure","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167702.html","109X2022.06.05.10.29.06"
"4/30/22 22:18","Lincoln","NH","USA","Changing","","Changing from diamond to square","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167604.html","110X2022.06.05.10.29.06"
"4/30/22 22:08","Sodus","NY","USA","Sphere","20 Minutes (?) Perhaps 30","4 spherical, all of different luminosity fasind/brightening. The brightest remained always while others drifted in and out of sight. Br","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167697.html","111X2022.06.05.10.29.06"
"4/30/22 21:10","Moab","UT","USA","Circle","10 minutes","Saw circle shaped object with green and red lights flying fast at different altitudes","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167834.html","112X2022.06.05.10.29.06"
"4/30/22 21:00","Binghamton","NY","USA","Sphere","5-10 minutes","Orange/reddish light, slightly pulsating in brightness (~4 sec intervals) moving from southeast to south. Occured 3 times.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167755.html","113X2022.06.05.10.29.06"
"4/30/22 14:55","Fountain Valley","CA","USA","Egg","30 seconds","I saw two quick moving white egg shaped objects","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167712.html","114X2022.06.05.10.29.06"
"4/30/22 05:50","Oneida","TN","USA","Circle","Watched and took pictures","Watched this thing for at least 20 minutes. It never moved","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167730.html","115X2022.06.05.10.29.06"
"4/30/22 05:35","Lafayette","LA","USA","Light","5:45am","Glowing big starts/ ufos","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167709.html","116X2022.06.05.10.29.06"
"4/30/22 05:33","Ephrata","PA","USA","Light","About 15 minutes","Noticed lights in sky, not plane or stars","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167710.html","117X2022.06.05.10.29.06"
"4/30/22 05:13","Campbell’s Bay","Quebec","Canada","Sphere","","Sphere shape stationary glowing object  ((NUFORC Note:  Conjunction of Venus and Jupiter.  PD))","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167739.html","118X2022.06.05.10.29.06"
"4/30/22 04:42","Jonesboro","AR","USA","","","MADAR Node 143","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167816.html","119X2022.06.05.10.29.06"
"4/30/22 04:30","Elberta","","USA","Light","All morning","First spotted over water then 6 miles down the road and an hour later the same lights appear at my house  ((NUFORC Note: Two planets.))","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167696.html","120X2022.06.05.10.29.06"
"4/30/22 04:19","Ocotillo wells","CA","USA","Disk","15 min","The ufo came right before Jupiter and venus became visible","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167708.html","121X2022.06.05.10.29.06"
"4/30/22 02:06","Greensburg","PA","USA","Cylinder","10 mins","Intelligence analyst alien abduction event","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167715.html","122X2022.06.05.10.29.06"
"4/30/22 00:08","Magherafelt","Ulster","Ireland","Light","2-4 minutes","Star like orb with huge aura travelling across visible skyline within 4 minutes","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167682.html","123X2022.06.05.10.29.06"
"4/30/22 00:06","Knaresborough","North Yorkshire","United Kingdom","Light","Around 5 minutes","Very bright light with a haze around it.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167740.html","124X2022.06.05.10.29.06"
"4/29/22 23:05","Bristol","","United Kingdom","Circle","10 seconds","Clear sky,both passed out of sight within seconds","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167684.html","125X2022.06.05.10.29.06"
"4/29/22 22:30","Moses lake","WA","USA","Cigar","10seconds","Cigar shaped object spotted from Stratford at.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167690.html","126X2022.06.05.10.29.06"
"4/29/22 22:22","Pasco","WA","USA","Disk","30 seconds","Disc within a cloud blue hue","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167720.html","127X2022.06.05.10.29.06"
"4/29/22 22:20","Terrace","BC","Canada","Cigar","About 5 minutes","Large, silent, illuminated cigar-shaped object passed slowly a over our heads, west to east","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167719.html","128X2022.06.05.10.29.06"
"4/29/22 22:15","Iowa City","IA","USA","Changing","5 minutes","4 white circular lights moving criss-cross in a counter-clockwise fashion slowly moving across the sky.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167716.html","129X2022.06.05.10.29.06"
"4/29/22 22:00","Alamogordo","NM","USA","Light","1 minute","Hovering Bright white light overhead then disappears","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167698.html","130X2022.06.05.10.29.06"
"4/29/22 21:45","Okotoks","AB","Canada","Cylinder","45 seconds","Huge cylinder silently crosses the sky.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167713.html","131X2022.06.05.10.29.06"
"4/29/22 19:35","Dallas","TX","USA","Formation","3 to 5 minutes","Bird-like glints of light move across the sky like a vortex in broad daylight.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167722.html","132X2022.06.05.10.29.06"
"4/29/22 09:50","St. Louis","MO","USA","","","MADAR Node 70","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167822.html","133X2022.06.05.10.29.06"
"4/29/22 08:02","Vienna","VA","USA","Circle","About 2 miners","Circle shaped object that rotates at a high altitude","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167681.html","134X2022.06.05.10.29.06"
"4/28/22 23:58","LONG BEACH","CA","USA","Circle","I few hours","Was on the balcony smoking I have videos","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167714.html","135X2022.06.05.10.29.06"
"4/28/22 21:12","Holland","MI","USA","Other","N/a","I had video going in the background and have been feeling strange I have original video photos etc","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167679.html","136X2022.06.05.10.29.06"
"4/28/22 21:04","Grand Junction","CO","USA","","","MADAR Node 75","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167821.html","137X2022.06.05.10.29.06"
"4/28/22 13:03","Oaklandon","IN","USA","","","MADAR Node 87","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167820.html","138X2022.06.05.10.29.06"
"4/28/22 10:07","Loyalton","PA","USA","Unknown","4 mins?","Big object gliding lighting up in the sky, caught my eye!","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167678.html","139X2022.06.05.10.29.06"
"4/28/22 06:00","Columbus","GA","USA","Light","10 min","Amber lights hovering","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167805.html","140X2022.06.05.10.29.06"
"4/27/22 22:35","Humble","TX","USA","","Few minutes 3 or more","Looked up and seen them flying over not fast but semi fast then zoomed away out of sight quickly","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167748.html","141X2022.06.05.10.29.06"
"4/27/22 22:15","Spring hill","FL","USA","Triangle","Hour","Couldn't get camera to adjust craft to far up in sky","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167643.html","142X2022.06.05.10.29.06"
"4/27/22 22:00","Hibbing","MN","USA","Chevron","7-10 seconds","A large V shaped object flew overhead.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167640.html","143X2022.06.05.10.29.06"
"4/27/22 20:15","The Villages","FL","USA","Chevron","10 minutes","Thought it was a plane at first but it was stationary for 10 minutes. Moved within seconds after I took photo and before I could get 2","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167766.html","144X2022.06.05.10.29.06"
"4/27/22 18:45","Moore","OK","USA","Cigar","5 minutes","Slow moving cigar shaped object","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167641.html","145X2022.06.05.10.29.06"
"4/27/22 06:45","Oldsmar","FL","USA","Rectangle","3-5 seconds","Rectangle which split into two dots while moving","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167648.html","146X2022.06.05.10.29.06"
"4/27/22 03:30","Milton","FL","USA","Triangle","30 sec","Triangular shape craft with 3 quite large white lights at each point","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167874.html","147X2022.06.05.10.29.06"
"4/26/22 23:30","Between Orangeburg and Santee","SC","USA","Oval","5 minutes","White lights in that appeared to be oval in fashion was hovering approximately 500 feet from the ground. Turned to a 45 degree angle an","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167695.html","148X2022.06.05.10.29.06"
"4/26/22 22:36","Loveland","CO","USA","Changing","30 to 45 seconds","Translucent Shapeshifting craft moving at impossible speeds","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167621.html","149X2022.06.05.10.29.06"
"4/26/22 21:50","Madhubani","Bihar","India","Light","2 minutes","Red lighted object with strange movements","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167649.html","150X2022.06.05.10.29.06"
"4/26/22 21:38","Lewisburg","OH","USA","Sphere","1 minute","I was driving and I saw three sphere like objects moving in strange patterns I'm the sky.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167651.html","151X2022.06.05.10.29.06"
"4/26/22 21:00","Seattle","WA","USA","Light","5 min","Flashing light zipping around sky","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167647.html","152X2022.06.05.10.29.06"
"4/26/22 19:50","Richland","WA","USA","Other","2-3 seconds","My 5-year-old and I saw a bright spiky object in sky, which dropped/disappeared quickly in a couple seconds.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167645.html","153X2022.06.05.10.29.06"
"4/26/22 13:31","Littlerock","CA","USA","","","MADAR Node 56","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167824.html","154X2022.06.05.10.29.06"
"4/26/22 03:33","Portland","OR","USA","","","MADAR Node 66","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167823.html","155X2022.06.05.10.29.06"
"4/26/22 00:06","Millington","TN","USA","Light","Approximately 10 minutes","I saw a flash of light in the night sky that blinked on for approximately 1 sec and off for 3 it had a vary high Altitude and moved","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167622.html","156X2022.06.05.10.29.06"
"4/25/22 13:27","Payson","IL","USA","","","MADAR Node 97","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167819.html","157X2022.06.05.10.29.06"
"4/25/22 08:04","Norris City","IL","USA","","","MADAR Node 115","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167817.html","158X2022.06.05.10.29.06"
"4/25/22 06:24","Pompano Beach","FL","USA","Light","one picture","I don't know what it is might not be a ufo","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167625.html","159X2022.06.05.10.29.06"
"4/25/22 04:30","Moundridge","KS","USA","Oval","4 seconds","while outside at 430 am, at 38°12'9""N 97°31'7""W (38.202497, -97.518506), looking westward and up","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167591.html","160X2022.06.05.10.29.06"
"4/25/22 04:23","Duluth MN","MN","USA","Sphere","unsure","Caught a weird sphere on my blink camera. Uncertain of what it is.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167683.html","161X2022.06.05.10.29.06"
"4/24/22 22:20","Wooster","OH","USA","Formation","About an hour","Three small starlike objects in a perfect triangle, each one higher than the other and moving strangely - definitely not satellite","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167593.html","162X2022.06.05.10.29.06"
"4/24/22 21:37","Boise","ID","USA","Rectangle","60 seconds each","3 very bright red/orange orbs with grey halos. Square metallic in center. Each flew 10 minutes apart. Hovered then high rate of speed.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167642.html","163X2022.06.05.10.29.06"
"4/24/22 20:20","Mooresville, Charlotte","NC","USA","Circle","8.20 - 8.45+ PM","Spotted while waiting to photograph Starlink Satellites","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167586.html","164X2022.06.05.10.29.06"
"4/24/22 20:00","Santa Barbara","CA","USA","Light","10 s","another very bright flasher","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167623.html","165X2022.06.05.10.29.06"
"4/24/22 10:31","Dothan","AL","USA","","","MADAR Node 195","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167814.html","166X2022.06.05.10.29.06"
"4/24/22 10:15","St Augustine","FL","USA","Cylinder","Just seconds","3 cylinder craft seen in bright sunshine day","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167595.html","167X2022.06.05.10.29.06"
"4/24/22 08:17","Portage","IN","USA","","","MADAR Node 178","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167815.html","168X2022.06.05.10.29.06"
"4/24/22 08:08","Furlong","PA","USA","","","MADAR Node 38","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167825.html","169X2022.06.05.10.29.06"
"4/24/22 03:47","Mountlake Terrace","WA","USA","","","MADAR Node 100","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167818.html","170X2022.06.05.10.29.06"
"4/23/22 22:40","Denver","CO","USA","Circle","10:39-10:40","Medium sized reflective neon/medium green circle.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167600.html","171X2022.06.05.10.29.06"
"4/23/22 22:00","Streetsboro","OH","USA","Triangle","10 to 15 seconds","I saw a large white triangular craft in orbit moving north to south","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167732.html","172X2022.06.05.10.29.06"
"4/23/22 21:45","appleton","WI","USA","Triangle","1 minute","while driving i saw a very low craft with three white lights move strangely just above the trees","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167602.html","173X2022.06.05.10.29.06"
"4/23/22 21:40","Casa Grande","AZ","USA","Light","4 seconds","Bright light appeared quickly, dips downward then curved up before suddenly vanishing.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167601.html","174X2022.06.05.10.29.06"
"4/23/22 21:33","Colorado Springs","CO","USA","Changing","Watched it apprx. 5 mins","Was looking at stars and one seemed to burst into flames, then suddenly went back to looking like a star.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167597.html","175X2022.06.05.10.29.06"
"4/23/22 21:00","San Diego","CA","USA","Light","30 minutes to an hour","Looked west from our doorstep at 9pm and saw a large shimmering lights. The colors were almost sparkling whites, reds, blues.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167598.html","176X2022.06.05.10.29.06"
"4/23/22 20:50","Green isle","MN","USA","Sphere","2 minutes","Just right outside of green isle there was a orb floating in the sky","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167603.html","177X2022.06.05.10.29.06"
"4/23/22 18:46","Payson","IL","USA","","","MADAR Node 97","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167658.html","178X2022.06.05.10.29.06"
"4/23/22 18:00","","FL","USA","Circle","5","Witnessed a high speed object pass by our south west airlines flight bwi to west palm beach airport","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167676.html","179X2022.06.05.10.29.06"
"4/23/22 17:03","Bangalore","Karnataka","India","Unknown","less than 1 second","A small, dark object flew quickly across the sky in daylight.","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167596.html","180X2022.06.05.10.29.06"
"4/23/22 15:10","Camarillo","CA","USA","Changing","4 minutes","Ghost like shape shifting white semi-transparent flying object.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167677.html","181X2022.06.05.10.29.06"
"4/22/22 23:45","Coventry","CT","USA","Other","1-2 seconds","Not sure what it was,","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167605.html","182X2022.06.05.10.29.06"
"4/22/22 22:50","Lyman","ME","USA","Changing","3 minutes","Never seen anything like it","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167618.html","183X2022.06.05.10.29.06"
"4/22/22 21:44","(S. of) Bradford VT. -- milepost 93.0 on I-91","VT","USA","Triangle","20 secs.","mostly blue lights (and some white), organized in a triangle shape","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167611.html","184X2022.06.05.10.29.06"
"4/22/22 21:24","Fremont","CA","USA","Delta","1-2 minutes in total","saw some strange bright orange objects on my evening walk","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167616.html","185X2022.06.05.10.29.06"
